date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:46:17	8129/8129	---M-Z	200	added ('OK')	application/javascript	etag:%221fc1-5a50cc5201736-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/appear.js	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/appear.js	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:46:18	9480/9480	---MCZ	200	added ('OK')	application/font-woff	etag:W/%222508-5a50cc5203676%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/Flaticon.woff	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/Flaticon.woff	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/flaticon.css)
14:46:20	83678/83678	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22146de-5a50cc5203676%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/Flaticon.svg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/Flaticon.svg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/flaticon.css)
14:46:21	14056/14056	---MCZ	200	added ('OK')	application/font-sfnt	etag:W/%2236e8-5a50cc5203676%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/Flaticon.ttf	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/Flaticon.ttf	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/flaticon.css)
14:46:24	4729/4729	---M-Z	200	added ('OK')	application/javascript	etag:%221279-5a50cc5200796-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/js/components/hs.onscroll-animation.js	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/js/components/hs.onscroll-animation.js	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/single-product-v1.html)
14:46:24	24524/24524	---M--	200	added ('OK')	image/jpeg	etag:%225fcc-5a50cc51f8a96%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img6.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img6.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:26	15221/15221	---M--	200	added ('OK')	image/jpeg	etag:%223b75-5a50cc51f8a96%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img2.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img2.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:28	19947/19947	---M--	200	added ('OK')	image/jpeg	etag:%224deb-5a50cc51f8a96%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img1.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img1.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:28	16297/16297	---M--	200	added ('OK')	image/jpeg	etag:%223fa9-5a50cc51f8a96%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img3.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img3.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:29	16497/16497	---M--	200	added ('OK')	image/jpeg	etag:%224071-5a50cc51f8a96%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img5.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img5.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:30	14234/14234	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%22379a-5a50cc5203676%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/Flaticon.eot	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/Flaticon.eot	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/flaticon/font/flaticon.css)
14:46:30	21327/21327	---M--	200	added ('OK')	image/jpeg	etag:%22534f-5a50cc51f8a96%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img4.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img4.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:32	37586/37586	---M--	200	added ('OK')	image/jpeg	etag:%2292d2-5a50cc51f8a96%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img7.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img7.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:33	15312/15312	---M--	200	added ('OK')	image/jpeg	etag:%223bd0-5a50cc51f8a96%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img10.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img10.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:33	14937/14937	---M--	200	added ('OK')	image/jpeg	etag:%223a59-5a50cc51f8a96%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img9.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img9.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:49	19179/19179	---M--	200	added ('OK')	image/jpeg	etag:%224aeb-5a50cc51f8a96%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img8.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/150x226/img8.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:52	2085/2085	---M--	200	added ('OK')	image/jpeg	etag:%22825-5a50cc51ff7f6%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/60x92/img3.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/60x92/img3.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:54	45803/45803	---M-Z	200	added ('OK')	application/javascript	etag:%22b2eb-5a50cc5200796-gzip%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/js/components/hs.header.js	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/js/components/hs.header.js	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:46:59	32947/32947	---M--	200	added ('OK')	image/jpeg	etag:%2280b3-5a50cc51f9a36%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/1920x600/img1.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/1920x600/img1.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v2.html)
14:47:05	228622/228622	---M--	200	added ('OK')	image/png	etag:%2237d0e-5a50cc51ff7f6%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/500x423/img1.png	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/500x423/img1.png	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v2.html)
14:47:10	50946/50946	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Nov%202023%2007:47:05%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/s../shop/v4.html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/s/shop/v4.html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v2.html)
14:47:13	50946/50946	---MCZ	404	error ('Not%20Found')	text/html	date:Tue,%2014%20Nov%202023%2007:47:09%20GMT	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/.../shop/single-product-v3html	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop//shop/single-product-v3html	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v3.html)
14:47:14	25965/25965	---M--	200	added ('OK')	image/jpeg	etag:%22656d-5a50cc51fc916%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/295x453/img1.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/295x453/img1.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v3.html)
14:47:15	15802/15802	---M--	200	added ('OK')	image/jpeg	etag:%223dba-5a50cc51f7af6%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/120x180/img9.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/120x180/img9.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v4.html)
14:47:39	2998/2998	---M--	200	added ('OK')	image/png	etag:%22bb6-5a50cc520e256%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/malihu-custom-scrollbar-plugin/mCSB_buttons.png	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/malihu-custom-scrollbar-plugin/mCSB_buttons.png	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/vendor/malihu-custom-scrollbar-plugin/jquery.mCustomScrollbar.css)
14:47:52	2156/2156	---M--	200	added ('OK')	image/jpeg	etag:%2286c-5a50cc51ff7f6%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/60x92/img2.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/60x92/img2.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:47:53	1685/1685	---M--	200	added ('OK')	image/jpeg	etag:%22695-5a50cc51ff7f6%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/60x92/img1.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/60x92/img1.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v1.html)
14:47:59	58794/58794	---M--	200	added ('OK')	image/jpeg	etag:%22e5aa-5a50cc51fb976%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img1.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img1.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html)
14:48:01	48902/48902	---M--	200	added ('OK')	image/jpeg	etag:%22bf06-5a50cc51fb976%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img3.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img3.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html)
14:48:03	56698/56698	---M--	200	added ('OK')	image/jpeg	etag:%22dd7a-5a50cc51fb976%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img4.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img4.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html)
14:48:06	44865/44865	---M--	200	added ('OK')	image/jpeg	etag:%22af41-5a50cc51fb976%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img5.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img5.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html)
14:48:07	55890/55890	---M--	200	added ('OK')	image/jpeg	etag:%22da52-5a50cc51fb976%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img6.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img6.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html)
14:48:07	56390/56390	---M--	200	added ('OK')	image/jpeg	etag:%22dc46-5a50cc51fb976%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img7.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img7.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html)
14:48:08	71348/71348	---M--	200	added ('OK')	image/jpeg	etag:%22116b4-5a50cc51fb976%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img9.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img9.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html)
14:48:10	78717/78717	---M--	200	added ('OK')	image/jpeg	etag:%221337d-5a50cc51fb976%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img10.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img10.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html)
14:48:10	44523/44523	---M--	200	added ('OK')	image/jpeg	etag:%22adeb-5a50cc51fb976%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img8.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img8.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html)
14:48:10	6200/6200	---M--	200	added ('OK')	image/jpeg	etag:%221838-5a50cc51f7af6%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/120x180/img10.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/120x180/img10.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v4.html)
14:48:11	16675/16675	---M--	200	added ('OK')	image/jpeg	etag:%224123-5a50cc5200796%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/90x138/img4.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/90x138/img4.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/my-account.html)
14:49:01	43166/43166	---M--	200	added ('OK')	image/jpeg	etag:%22a89e-5a50cc51fb976%22	https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img2.jpg	C:/My%20Web%20Sites/testcode/demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/assets/img/290x434/img2.jpg	(from https://demo2.madrasthemes.com/bookworm-html/redesigned-octo-fiesta/html-demo/shop/v5.html)
